At issue is the regulation of speech.,2,Issue
Appellant’s sole contention on appeal is that the evidence is insufficient to sustain the conviction.,2,Issue
Appellant’s second contention is that the court erred in failing to declare a mistrial when the State’s witness Lozano gave an alleged unresponsive answer to a question while being cross-examined by his (appellant’s) counsel.,2,Issue
"Appellant’s sole contention on appeal is that the court erred in refusing to permit him to ask each prospective juror on voir dire examination of the jury panel the following question: “At present do you engage in any form of athletics, particularly bowling?”",2,Issue
"Complaint is made of that portion of the witness Howard’s testimony when he said “As soon as the calf went back to the cow and was sucking, I just went on back to town,” on the ground that it was implying that the calf was sucking its mother.",2,Issue
Appellant’s remaining complaint is to certain jury argument of state’s counsel.,2,Issue
"Appellant’s sole contention on appeal is that the evidence is insufficient to support the conviction in that it does not establish that the accident occurred in Harris County, Texas, and does not establish that appellant was the driver of the automobile.",2,Issue
"In his motion for rehearing appellant, for the first time, challenges the validity of the prior convictions contending that the statute under which the prosecutions for “Breaking and entering a motor vehicle” were had is void for indefiniteness and uncertainty.",2,Issue
"The Government further asserts that ""these are not necessarily the exclusive public interests which the statute was enacted to protect..."", but rather, ""... it is possible that the Legislature formulated additional reasons for enacting the statute,"" (emphasis ours.)",2,Issue
"It is next contended that the court erred in permitting the state to bring out and prove on cross-examination of appellant the details of two prior offenses committed by him, by showing that in connection with a narcotics conviction in federal court in 1953, he received punishment of a $100 fine and in the 1959 narcotics conviction in state court alleged for enhancement, he received the minimum punishment of two years, of which he was required to serve only fourteen months.",2,Issue
It is next contended that the proof merely shows an extension of credit by the injured party to the Lewter Feed Lots Company in the sale of the tires and tube to appellant and therefore does not constitute theft.,2,Issue
"The appellant strenuously insists that the search of his automobile by Officer Seale was illegal, and that proof of the result of the search was therefore not admissible in evidence.",2,Issue
The complaint and information alleged that the check was given to Sue Simpsoro.,2,Issue
"The Government asserts that ""... there is certainly a reasonable relation between the requirement of a translation on advertising signs and the heretofore referenced public interests which the statute was enacted to protect.""",2,Issue
"The Government asserts that Defendant ""has not carried the burden of affirmatively showing that as applied to him, the statute in unreasonable, unfair and oppressive.""",2,Issue
"The Government's Complaint alleges that Defendants, owners of a store on San Vítores Road in Turnon Bay violated §17402 by displaying signs in Japanese without a translation into English or Chamorro.",2,Issue
"Appellant’s other complaint relates to the cross-examination of one of his witnesses who had testified concerning the smell of shellac and who had stated he was familiar with the smell of beer, as follows: “And you know what beer smells like, kind of stale odor.",2,Issue
"It is appellant’s contention that he was not identified by Officer Campbell, to whom the confession was made, as the person who made it.",2,Issue
"Appellant’s last contention is that the court committed reversible error during the state’s examination of the prosecuting witness, J. W. Donnell, with reference to his ownership and possession of the 4,000-acre tract when, upon objection being made by appellant, the court stated: “Well, I believe it is general knowledge that he does have possession of it.”",2,Issue
"Plaintiff contends that §6500.15 of the Government Code, which prohibits of jury trial in claims against the Government, is repealed by §680.1 of the Code of Civil Procedure, which provides for jury trial in ""all cases at law"" exceeding twenty dollars ($20.00).",2,Issue
"Appellant, by some of the bills, questions the legality of the search of the pickup by the officers without a search warrant.",2,Issue
"Appellant’s first contention is that the court committed reversible error in permitting Customs Officer Hauff to testify before the jury that on the day in question he had received information that the appellant was going to take the delivery of a quantity of marijuana near the Montalvo Cafe in Harlingen, over appellant’s objection that the same was hearsay.",2,Issue
Appellant also contends that the search of the cabin without a search warrant was an illegal search and the court therefore erred in admitting in evidence the results of the search.,2,Issue
Appellant also contends that the trial court erred in permitting the State to introduce photographs showing where Farris fell after being shot.,2,Issue
"Appellant contends that his constitutional right against incriminating himself was violated by forcing him to give evidence against himself, when the trial court, over his objection, permitted the witness Jobe to testify that he saw and identified the appellant in a “line up” the day after the robbery.",2,Issue
Appellant contends that the evidence showing the search of his person and the introduction in evidence of the marijuana found as a result thereof was error because his arrest and the search incident thereto was illegal.,2,Issue
Appellant contends that the trial court erred in admitting evidence of the search of his automobile and the results thereof on the ground that the search was illegal.,2,Issue
"Appellant first contends that the State failed to prove the dry status of Lubbock County in that they did not offer into"" evidence the order of the Commissioners Court calling the 1910 prohibition election.",2,Issue
"Appellant further contends that the court erred in overruling his motion to quash the indictment on the ground that the alleged prior conviction for unlawfully acquiring marihuana without having paid the transfer tax, being for a violation of a federal regulatory statute, could not be used, under Art. 68, supra, to enhance a conviction for violation of the act. Art. 725b, supra, a prohibitory statute.",2,Issue
"Appellant contends that the trial court erred in refusing to exclude from the record the testimony of Officer Hudson on direct examination that Mrs. Peveto told him she was driving one of the cars and that appellant told him he was driving the other, over his objection that it was not a part of the res gestae.",2,Issue
"Appellant insists that the court erred in permitting Officer Geffert to relate the conversation which he had with appellant concerning the location of the narcotic paraphernalia because it was in the nature of a confession which was not in writing and did not otherwise comply with Art. 727, V.A.C.C.P.",2,Issue
Appellant insists that the trial court erred in refusing to grant his motion for a severance.,2,Issue
"Appellant next complains of the admission of the letter in evidence over the objection of a variance because the letter contained more words, phrases, and language than the quoted phrases in the information.",2,Issue
Appellant next insists that the court erred in admitting evidence of certain extraneous offenses concerning appellant which were not admissible to serve any pertinent issue in the case.,2,Issue
Appellant next insists that the court erred in refusing to charge the jury on circumstantial evidence because there was no direct evidence that he fraudulently converted the mohair to his own use and benefit.,2,Issue
"Appellant presented what he denominated a motion to dismiss the indictment, alleging that he had been arrested illegally and that certain property had been unlawfully taken from his custody.",2,Issue
Appellant questions the sufficiency of the evidence to sustain the conviction on various grounds.,2,Issue
"Appellant urges as unconstitutional that portion of subdivision (14) of Art. 725b, V.A.P.C., defining a narcotic drug, which reads: “* * * and opiates which shall mean any drug found to be an addiction-forming or addiction-sustaining liability similar to opium or cocaine, which are now or may be added subsequently, as restricted preparations under the provisions of the Federal Narcotic Laws” on the ground that such is an unwarranted delegation of legislative power to the Federal government.",2,Issue
Appellant further urges error on the ground that the confession was not formally introduced in evidence.,2,Issue
"Section 938 of the Guam Civil Code provides in part that ""Any party aggrieved may appeal in the cases prescribed in this Title.""",3,Rule/Law/Holding
"The Director of Administration shall pay the amount allowed in approved settlement under §6500.10 or in a court judgment under §6500.11, except as otherwise expressly provided by law.",3,Rule/Law/Holding
"The conviction is under Art. 1295, V.A.P.C., for sending an anonymous letter; the punishment, one month in jail and a fine of $250.",3,Rule/Law/Holding
"See also Boynton v. Virginia, 364 U.S. 451, 81 S. Ct. 182, 5 L. Ed. 2d 206, and Bailey v. Patterson, 82 S. Ct. 549.",3,Rule/Law/Holding
"See 67 Corpus Juris Secundum, page 89, and cases annotated.",3,Rule/Law/Holding
"See 4 Cal.Jur.3d, Appellate Review, §102, for an interpretation of the identical California statute.",3,Rule/Law/Holding
"In the past, this Court has pointed out what acts constitute a violation of this Act. See Ex Parte Bracye, 142 Texas Cr.",3,Rule/Law/Holding
"On the face of the authority submitted by the Government, People v. Carlos G. Camacho, [1 Guam R. 501] it seems evident that the Organic Act of Guam, 48 U.S.C. §1421, §1422, et seq., forbids the appointment of a special prosecutor by any body of government other than the Executive Branch.",3,Rule/Law/Holding
“Neither in the name of the offense nor in its elements can the statute be identified as one under which a prosecution for theft can be maintained.”,3,Rule/Law/Holding
"If the State has open to it a less drastic way of satisfying its legitimate interests, it may not choose a legislative scheme that broadly stifles the exercise of fundamental personal liberties.""",3,Rule/Law/Holding
"“If the purpose of the unlawful assembly be to prevent any person from pursuing any labor, occupation or employment, to intimidate any person from following his daily avocation,",3,Rule/Law/Holding
"264, 347 S.W. 2d 719, relied upon by appellant, does not support his contention.",3,Rule/Law/Holding
(g) Sue or be sued in its own corporate name subject to the limitations and provisions of [the Government Claims Act. ],3,Rule/Law/Holding
"""The rewriting of a statute for the purpose of bringing about a particular result is certainly not within the judicial function.""",3,Rule/Law/Holding
"""For even when pursuing a legitimate interest, a State may not choose means that unnecessarily restrict constitutionally protected liberty....",3,Rule/Law/Holding
"""Although a statute may be neither vague, overbroad, nor otherwise invalid as applied to the conduct charged against a particular defendant, he is permitted to raise its vagueness or unconstitutional overbreadth as applied to others.""",3,Rule/Law/Holding
"The testimony as to the general reputation for virtue and chastity of the prosecutrix, offered after appellant had testified that she did not resist but in effect consented, was properly admitted.",4,Analysis
The testimony of the state sufficiently shows that the appellant was guilty as charged.,4,Analysis
"The two prior convictions alleged in the instant case, not having been successfully used in the prior case against appellant, were available to enhance punishment herein.",4,Analysis
"Therefore, appellant is in no position to complain of the search because the same or similar testimony was admitted without objection.",4,Analysis
"There is no evidence in the instant case that any officer, either acting by himself or through the prosecuting witness, induced appellant to commit the offense for the purpose of prosecuting him.",4,Analysis
"There was but one issue in this case, consent or not by the prosecutrix, and any circumstance that could be shown tending to show that the prosecutrix was not a virgin would be admissible as bearing on the issue of her consent in a manner consistent with the appellants’ innocence.",4,Analysis
The surnames are not idem sonans and the state concedes that the variance is fatal.,4,Analysis
"Therefore, the deletion of reference to the Claims Act would have been meaningless unless, as plaintiff argues, it eliminated any need to resort to the procedures of the Claims Act when suit is filed against GMH.",4,Analysis
"The witness expressed his opinion that, on such occasion, appellant was intoxicated.",4,Analysis
"The statutes relating to the waiver of a jury in a non-capital felony case provide that it shall be necessary for the state to introduce evidence into the record showing the guilt of the defendant, and that in no event shall a person charged be convicted upon his plea of guilty without sufficient evidence to support the same.",4,Analysis
The presumption is that the legislature intended to achieve a consistent body of law.,4,Analysis
"The state’s position appears to be that the corpus delicti was proved sufficiently by the testimony showing that the 14 year old girl had had sexual intercourse with someone, and that this evidence aided by and together with appellant’s confession is sufficient to sustain the conviction.",4,Analysis
"The proof further shows that dolophine is one of the same chemical formula and substance as “amidone”, named in the statute.",4,Analysis
The overruling of the objection upon the ground “Conclusion and is repetition” was not error warranting reversal.,4,Analysis
The informal bills fail to reflect error.,4,Analysis
The indictment appears to be sufficient and the trial court did not err in overruling appellant’s motion to quash.,4,Analysis
The general trend of authority is against an interpretation of repeal by implication.,4,Analysis
The finding of the barbiturates and amphetamine in the cabin was a part of the search and of the res gestae and proof thereof was admissible.,4,Analysis
"The fact that he may have also had the intent, as the evidence clearly indicates, of forcing her to become a prostitute so that he might profit therefrom would in nowise preclude a prosecution for the first offense shown.",4,Analysis
The evidence was undisputed that appellant consented to the search.,4,Analysis
This contention rests on Sheriff Owen’s testimony before the jury that he told the appellant to tell the truth; that it would be better for him to tell the truth; and he explained to him that if he did not it would still be against him.,4,Analysis
"The evidence of appellant’s attempt to procure the prosecuting witness’s daughter was clearly admissible as a part of the res gestae of the transaction and to show appellant’s scheme and design in the transaction with her mother, the prosecuting witness.",4,Analysis
"Thus, protection of the morals of the public might have been an additional reason for enacting the statute.",4,Analysis
"While dolophine is not named in the statutory definition of a narcotic drug, the proof shows that it is a narcotic drug and regis-' tered under such trade name.",4,Analysis
Truly this section does not regulate with narrow specificity.,4,Analysis
"While we recognize the rule that judgments speak verity and all presumptions are indulged in to sustain the judgment, we feel that the judgment should contain some factual allegations to give support to these findings and conclusions of the trial court.",4,Analysis
"While use of the credit card in the transaction did constitute an extention of credit to the Lewter Feed Lots Company, no credit was extended by the injured party to the appellant and his companions.",4,Analysis
"While the motion to quash was not timely made, being filed and presented after selection of the jury and after appellant entered his plea of not guilty, we have considered the grounds urged by appellant and find the allegations of the information sufficient to charge an offense.",4,Analysis
"While the court’s comment was improper, under the record we do not deem it such a comment as was reasonbly calculated to prejudice the rights of appellant.",4,Analysis
"While proof of the details of prior offenses committed by an accused is not permissible, we do not consider the inquiry made of appellant with reference to the punishment assessed in the two prior convictions and the time he served in the penitentiary as constituting proof of the details of the offenses committed.",4,Analysis
"While neither the requested charge or the charge given by the court were complete and entirely proper charges under Art. 1223 V.A.P.C., the refusal of appellant’s requested charge does not present reversible error.",4,Analysis
"While it is true that the question of a mortgage was never discussed by the parties in open court, it seems very unlikely that any party would contemplate transferring over an interest in realty without an adequate security interest.",4,Analysis
"While it is true that the arresting officer was the only witness for the state, his testimony needed no corroboration.",4,Analysis
"The evidence did not raise the issue of the involuntary character of the confession, hence no charge thereon was required.",4,Analysis
"While an accused is allowed great latitude in his voir dire examination of prospective jurors to determine whether a preemptory challenge will be used, there is nothing in the record which shows that the question sought to be propounded to the jurors relative to their participation in athletics had any relevancy to the inquiry; hence no abuse of discretion on the part of the trial court is shown.",4,Analysis
"Where no inconsistency strong enough to evoke a repeal exists, a repeal by implication will not be found.",4,Analysis
"When a judgment is devoid of definite and specific factual allegations, we must then turn to the record to look for facts sufficient to sustain the action of the trial court in entering the judgment.",4,Analysis
"We think it necessary for the judgment in a contempt case to be specific and definite and almost as certain in its terms as an information or an indictment, so that the relator will be fully apprised of his alleged act of misconduct.",4,Analysis
"We need not pass upon the constitutionality of this portion of the statute, as appellant’s conviction does not rest upon the provisions under attack but upon other portions of the act defining a narcotic drug.",4,Analysis
"We have, however, reviewed the bill and find that the first portion is a logical deduction from the record which is properly before us and the second is a legitimate plea for proper punishment and law enforcement in the community.",4,Analysis
We have searched this record with care and have been unable to find the evidence to support the conclusion expressed in the State’s brief that appellant was seen unloading the still pot.,4,Analysis
We have examined the informal bills of exception appearing in the statement of facts and find no reversible error therein.,4,Analysis
We have carefully reviewed the various informal bills and find no error.,4,Analysis
We find no statement,4,Analysis
"We do not disagree with the results reached by this court in either Toombs or Thurman, supra.",4,Analysis
We are unable to agree with appellant that the statement certified by the court as having been made by state’s counsel may be reasonably construed as a reference to his failure to testify.,4,Analysis
"We are unable to agree that the description of the narcotic drug by its trade name, “dolophine”, was insufficient to charge an offense under the statute and to apprise the appellant of the offense charged against him.",4,Analysis
"Under the record, the statement was not res gestae.",4,Analysis
Toombs also had a witness to corroborate his denial of intoxication.,4,Analysis
The efforts of an accused to induce a witness to testify falsely may be shown as indicating a consciousness of guilt.,4,Analysis
"The State’s proof shows that appellant, as an officer of the company, used the mohair in question for a purpose not authorized by Gee, the owner, in his consignment to the company and is sufficient to sustain appellant’s conviction under the statute for embezzlement of the mohair as charged in the indictment.",4,Analysis
"The court held that sufficient diligence had not been demonstrated, and we agree with such holding.",4,Analysis
"In making such proof, the entire letter was admissible, although it was not necessary to set out the letter in its entirety in the information.",4,Analysis
"In Bill No. 4, no certification is made that the argument set forth therein was not supported by the evidence, hence it cannot be appraised because no statement of facts accompanies the record.",4,Analysis
If this testimony presents error it was rendered harmless by the introduction of appellant’s written statement and the testimony of the accomplice that they took the calf out of the pasture.,4,Analysis
"However, the rule in this Court has been well established that the testimony of an accomplice witness together with the confession of the accused is sufficient to establish the corpus delicti.",4,Analysis
"However, here it seems clear that the trial court chose to ignore certain representations made in open court as to the terms of immediate payment upon the sale of the property in question.",4,Analysis
Failure to comply with the rules requiring the filing of briefs authorizes a dismissal of the appeal for the want of prosecution.,4,Analysis
"By such contention, appellant complains of the evidence admitted which showed that.he had attempted to procure the daughter, Glenda Wilhite, to engage in prostitution; that he was arrested on a charge of possession of barbiturates and was later arrested under a warrant in a peace bond proceeding.",4,Analysis
"Assuming that the objection was sufficient, the admission of the evidence showing that a pistol was found in the automobile is not ground for reversal, the record containing a stipulation that the pistol introduced in evidence was under the front seat and was loaded, and that it was removed from appellant’s car on the day in question; and appellant testified in regard to the two firearms he had in the car.",4,Analysis
"Assuming that Lewter Feed Lots, to which the credit card was issued, may have been obligated to pay the credit invoice, this would not alter the fact that appellant and his companions obtained the same by false pretext.",4,Analysis
"Appellant’s statement to the witness after his arrest which led to the finding of the murder weapon was admissible as an oral confession under the exception contained in Art. 727, Y.A.C.C.P., Bingham v.",4,Analysis
"In the absence of an irreconcilable conflict, or where two provisions of legislation are so clearly repugnant as to vital matters which they relate, courts should construe all acts harmoniously where such construction is reasonably possible.",4,Analysis
"Appellant’s oral statement to Officer Geffert that he had the narcotics in his cabin which led to the officers finding the narcotic paraphernalia therein was admissible as an oral confession under the exception contained in Art: 727, supra, which reads, “* * * or, unless in connection with said confession he makes statements of facts or circumstances that are found to be true,",4,Analysis
"Appellant’s arrest for possession of barbiturates was clearly a part of the res gestae of the transaction with the prosecuting witness, and admissible as such.",4,Analysis
"Although credit was extended to Lewter Feed Lots, the fact remains that appellant and his companions obtained the property from the injured party by reason of the false pretext and representations made to him.",4,Analysis
"Also, the normal presumption that a seller of realty will require a mortgage or security agreement, made it necessary for the trial court to include such a mortgage requirement in its order to compel settlement.",4,Analysis
"All of the evidence shows he was in a position to have heard the statement, and his actions showed that he did.",4,Analysis
"Additional moral justification may have been due to the complaints by numerous Japanese tourist that some of these signs contained offensive or shocking language.""",4,Analysis
"“Entrapment”, in its legal sense, carries with it the presumption that the officer or agent manufactures the offense and incites the accused to commit it, for the purpose of prosecution.",4,Analysis
A suit filed under the Claims Act is a very narrow and limited area for relief.,4,Analysis
"605, 183 S.W. 2d 177; Judge Hawkins, speaking for the Court, said, “It is well established as a general rule that upon the trial of one charged with crime it is not permissible to show that another jointly or separately indicted for the same offense has been convicted or acquitted.”",4,Analysis
"""It is generally believed that one of the reasons the statute was enacted was to regulate the many businesses on Guam which have signs entirely in a language other than English or Chamorro that were reported to be advertising pornographic materials for sale.",4,Analysis
The Court of notes that this statute applies to commercial as well as noncommercial speech.,4,Analysis
Appellant’s failure to object at the time the pistol was introduced in evidence waived any complaint of the search.,4,Analysis
"In the case at bar the state’s witness did express the opinion that appellant was intoxicated, and the appellant had no witness to corroborate his version of the transaction.",4,Analysis
Appellant’s punishment was enhanced under Art. 63 P.C. by two prior convictions for felonies less than capital.,4,Analysis
"In the normal course of business dealings, a mortgage or some similar security interest would be expected, and it is the opinion of this Court that granting a mortgage in favor of the defendants would do less violence to the intention of the parties, while at the same time protecting defendant's equitable interests in the property which it was conveying.",4,Analysis
"The Court fears, however, that this procedure would not necessarily solve defendant's problem.",4,Analysis
"In the Hancock case we held that parol evidence of prior possession by the person alleged to be in the actual care, control, and management of the land was sufficient to prove his ownership and right to possession in trespass-to-try-title, as provided in Sec.",4,Analysis
The conduct inquired about on cross-examination must be inconsistent with the trait of character to which the witness had attested.,4,Analysis
"The careful trial judge submitted the issue of self-defense and defense of another; the jury resolved what conflict there was in the evidence against appellant, and we find it sufficient to support the conviction.",4,Analysis
The burden was upon the state to prove that the letter was written and sent.,4,Analysis
"The appellant’s confession, coupled with evidence showing the commission of the crime, is sufficient.",4,Analysis
"The allegation in the information that appellant did “send and cause to be sent” the anonymous letter was in the language of the statute, Art. 1295, supra, and sufficient to allege the manner and means by which the offense was committed.",4,Analysis
Testimony read into the record is tantamount to the introduction in evidence of the documents from which the testimony was taken.,4,Analysis
"Such an instrument has not been approved by the trial court or by counsel for the State and appellant, and therefore cannot be considered under the terms of Article 759a, section 1(E), V.A.C.C.P.",4,Analysis
Such allegation was sufficiently definite as to how he attempted to procure her.,4,Analysis
"State, supra, on motion for rehearing, after reviewing our decisions and the Federal Decisions we overruled a similar contention but made it plain that by such holding we did not condone any arbitrary disregard of the Constitutional mandate which imposes upon women as a class the inescapable duty of jury service.",4,Analysis
"State, 352 S.W. 2d 747, we overruled a similar contention in holding that a prior federal narcotic conviction for a like offense could be used under Art. 63, supra, to enhance punishment for a violation of Art. 725b, supra.",4,Analysis
The admission of the testimony of the prosecutrix that appellant was trying to sexually attack her and that he had enormous strength and she had none does not present reversible error under the record.,4,Analysis
"So construing Art. 1404b P.C. before and after its amendment in 1955, we overrule appellant’s contention that the statute is void.",4,Analysis
"In Thurman, supra, two state’s witnesses testified that they did not get close enough to the appellant to smell his breath; neither testified that he was intoxicated.",4,Analysis
"In view of our disposition of this appeal, a statement of the facts will not be deemed necessary other than to state that formal Bill of Exception No. 2 recites that during the cross-examination of the prosecuting witness appellant developed that the witness had previously made a written statement to the police and district attorney concerning the offense on trial.",4,Analysis
"In view of the evidence and the court’s instruction to the jury, no reversible error is shown.",4,Analysis
It is apparent from the above facts that the contention presents no error.,4,Analysis
It is apparent that such arguments violated no mandatory statute.,4,Analysis
"In Toombs, the state’s one witness failed to testify that he smelled liquor on appellant’s breath and he failed to express an opinion that appellant was intoxicated.",4,Analysis
No such burden exists in cases involving First Amendment rights.,4,Analysis
"Officer Geffert’s testimony and the other evidence which shows that pursuant to appellant’s instructions the officers did go to the cabin, searched the same and in the search found the narcotic paraphernalia and barbiturates which appellant stated he had in the cabin is sufficient to corroborate appellant’s oral confession.",4,Analysis
Rather it has the potential to intrude upon the very first of the Amendments of the Constitution.,4,Analysis
It is not error to overrule a motion for new trial where jury misconduct is alleged when the motion is not supported by affidavit.,4,Analysis
The motion to dismiss causes of action four and five is DENIED.,5,Conclusion
The judgment is affirmed.,5,Conclusion
"The evidence is sufficient to sustain the conviction, and no reversible error appearing, the judgment is affirmed.",5,Conclusion
The judgment is reversed and the cause is remanded.,5,Conclusion
The judgment is reversed and the cause remanded.,5,Conclusion
The judgment of the trial court is affirmed.,5,Conclusion
The judgment of the trial court refusing bail is affirmed.,5,Conclusion
"The jury resolved the conflict in the evidence against appellant, and we find it sufficient to sustain the conviction.",5,Conclusion
The motion for summary judgment is DENIED.,5,Conclusion
The motion is GRANTED.,5,Conclusion
The motion to dismiss as to these counts is therefore DENIED.,5,Conclusion
The trial court did not err in admitting this evidence.,5,Conclusion
