label,text,label_id
75,Roy Cate was brought to Court to be examined as to his assets for payment of the judgment.,1
75,Judge Benson ruled that the statute in question deprives the parties of their right to trial by jury guaranteed by the Organic Act.,1
75,"This is especially true, when as here, we have a governing statute which speaks in terms of repeal ""to the extent of such inconsistency.""",1
75,"Plaintiff's motion for an Order to show Cause is GRANTED, and Plaintiff's attorney is to make a motion for a hearing date.",1
75,"Where a statute denies equal protection by making an unconstitutional classification, the classification can be abolished by making the statute operate either on everyone or on no one .....",1
75,"Judgment was entered against Pacific Realty on April 9, 1979.",1
75,The Court finds his liability extended only to the period of time he was employed as a broker for Pacific Realty Company.,1
75,He admits that he personally applied for the telephone on the company's behalf and he asserts that he cancelled the phone when leaving two months later.,1
75,These billings as shown are $25.18 and the installation charge is $35.00.,1
75,It is undisputed that plaintiffs did not submit this claim to arbitration and screening.,1
75,"As noted by plaintiff in the memorandum in opposition to defendant Boonprakongs' motion, the arbitration statute has come before this Court for consideration in Civil Case No. 518-76 Van de Brug and A.",1
75,"This is a consolidation of interlocutory appeals taken from the Superior Court's denial of appellants' Motions to Dismiss indictments brought against them by the Territorial Grand Jury on February 8, 1979.",1
75,"We hold that off-the-record discussions such as occurred here are prohibited in grand jury proceedings, and accordingly vacate the judgment of the Superior Court.",1
75,"The off-the-record discussions being sufficient grounds for reversal, we decline to reach the other issues raised in this consolidated appeal.",1
75,Indictments dismissed without prejudice.,1
75,"The general rule regarding the recording of grand jury proceedings is that, in the absence of statute, the grand jury is not required to transcribe or record the proceedings brought before it.",1
75,"""Though recordation of grand jury testimony is the better practice and is required by judicial order, such recordation is not mandated by (the United States) Constitution.""",1
75,"In some jurisdictions it is required by statute that minutes of grand jury proceedings are to be kept, but are not to be revealed or to be made available, except to the court, prosecuting attorney, and persons to whom the court grants permission to inspect them, and, in the last instance, only upon notice to and after hearing the prosecuting attorney.",1
75,"Elsewhere, a court may require production of minutes of grand jury proceedings upon a showing that there is a particularized need or compelling necessity for such disclosure.",1
75,"It has been held in at' least one jurisdiction that a criminal defendant is under certain circumstances constitutionally entitled to some part of a grand jury transcript, and that under its rule-making power a court may amend existing Criminal Procedure Rules to require the recording of all evidence before the qrand jury.",1
75,"The law in the Territory of Guam provides for equally liberal recordation and disclosure of grand jury proceedings, including the affirmative duty of delivering a copy of the original transcript to each defendant or his attorney.",1
75,"The record on appeal does not disclose the contents of the discussion held off the record, or the circumstances attendant to that discussion.",1
75,It is the government's impropriety in the proceedings as well as the prejudice resulting therefrom.,1
75,"But the statute is explicit in its statement that the grand jury proceedings are to be recorded, and no allowance is made for off-the-record discussions during the course of the grand jury proceedings.",1
75,There is a certain danger in allowing off-the-record discussions to occur at any time and under any circumstances during official grand jury proceedings.,1
75,"This Court, after reviewing the order, agrees that the intent of said order is to provide a blanket prohibition on the use of any information not properly answered.",1
75,"At the time said order was issued, the Government did not make any objection to the blanket prohibition.",1
75,Too often grand juries are criticized for being mere rubber stamps of the prosecution.,1
75,"The integrity of the grand jury system, however, is certainly enhanced by keeping the entire proceeding a matter of record.",1
75,"""If an indictment has been found or accusation presented against a defendant, such stenographic reporter shall certify and file with the county clerk an original transcription of his shorthand notes and a copy thereof and as many additional copies as there are defendants.",1
75,"* * * The county clerk shall deliver the original of the transcript so filed with him to the district attorney immediately upon his receipt thereof, shall retain one copy for use only by judges in proceedings relating to the indictment or accusation, and shall delivery a copy of such transcript upon each such defendant or his attorney.""",1
75,"(a) If an indictment is returned against a defendant, the reporter shall transcribe the grand jury proceedings and shall certify and deliver to the clerk of the court the original transcript and a copy thereof for the prosecuting attorney and each defendant.",1
75,The reporter shall complete such certification and delivery within ten days after the indictment is returned unless the court for good cause makes an order extending time.,1
75,The clerk shall file the original transcript and immediately deliver a copy to the prosecuting attorney and to each defendant or his attorney.,1
75,"However, no copy shall be delivered to a defendant prior to his first appearance pursuant to Section 45.30.",1
75,If the copy of testimony is not served as provided in this section the court shall on motion of the defendant continue the trial to such time as may be necessary to secure to the defendant receipt of a copy of such testimony ten days before such trial.,1
75,(b) The transcript shall not be open to the public until ten days after the delivery to the defendant or his attorney.,1
75,Thereafter the transcript shall be open to the public unless the court orders otherwise on its own motion or on motion of a party pending a determination as to whether all or part of the transcript should be sealed.,1
75,"(1) all grand jury proceedings are to be recorded, except jury's deliberation but recording during formal recess is not required if recess is actually a hiatus in proceeding is which jurors do not discuss case with other; (2) no conversation is to be allowed between jurors and witnesses during recess; (3) no off-the-record conversation is to be allowed between jurors and prosecutors regarding the case or any legal aspect of it and (4) all actions of the prosecutor and jurors should be susceptible to review to insure defendant an impartial, just and unbiased hearing.",1
75,"This matter came for hearing on May 16, 1980, to consider defendant Government's motion to strike certain documents attached in support of plaintiff's motion in opposition to summary judgment.",1
75,"Plaintiff then orally moved the court to prohibit the Government from using any information which the defendant was precluded from using pursuant to order of the court dated September 11, 1979.",1
75,"Upon hearing all the oral arguments of both parties, this court ruled to reserve decision.",1
75,This court will now consider each motion separately.,1
75,DEFENDANT'S MOTION TO STRIKE The Government contends that its motion is supported by Rule 408 of the Rules of Evidence which prohibits the admission of evidence of compromise to prove liability.,1
75,The Court fails to find weight in the Government's remaining arguments.,1
75,"As regards the authenticity of the papers, unless there exists serious doubt as to the validity of the duplicate submitted, copies will be accepted by the Court.",1
75,"It is not beyond the discretion of this Court to interpret a summary judgment proceeding as part of the overall trial, and therefore to interpret such a prohibition as applicable to such proceeding.",1
75,Plaintiff's motion prohibiting defendant from using the information referred to is hereby GRANTED.,1
75,Defendant's motion is DENIED.,1
75,Plaintiff's motion is GRANTED.,1
75,This case came before the court for trial.,1
75,"During the course of the trial, testimony of plaintiff's witnesses disclosed that at the time of the incident alleged in plaintiff's complaint, plaintiff was driving a car belonging to the Guam Power Authority, that his car was assigned to plaintiff for this work, and at the time of the incident, plaintiff was driving the car to its assigned parking space, pursuant to standing instructions of his employer, the Guam Power Authority, at the time of the incident upon which the complaint is based, plaintiff was within the scope of his employment.",1
75,Plaintiff did not willfully cause his own injury.,1
75,The Court asked for argument on this point and the issue was briefed.,1
75,"This leaves, however, the question of whether or not the Government of Guam is a third party in relation to the plaintiff.",1
75,"This much is clear, plaintiff is clearly an employee",1
75,"2In determining whether or not agency relationship exists, control, or the right to control is considered.",1
75,"The above entitled action came on regularly to be heard on the 23rd day of January, 1978, Honorable Cristobal C. Dueñas, Judge of said Court, presiding; the petitioner, Russell Wong, Deputy, Consumer Counsel, a public official, appearing and being represented by his attorney, Ronald J. Cristal, Assistant Attorney General, and Doris Camina, Director, Bureau of Budget and Management Research, a public official, appearing without counsel, whereupon the papers filed by the petitioner and the stipulation filed by the respondent and petitioner were received, the case having been argued and submitted to the Court for its decision and the Court having duly considered the matters submitted and the argument of counsel, and being fully advised in the premises, did render and file its Findings of Fact and Conclusions of Law, and, pursuant to said Findings of Fact and Conclusions of Law,",1
75,14-83 is null and void with respect to all grants and appropriations made by the United States to the government of Guam where the grant or appropriation provides one hundred percent of the funding for a specific project or purpose and which grant or appropriation makes no provision for local legislative control.,1
75,"This Memorandum Order follows a February 22, 1980 Order of the District Court which required the immediate return of Petitioners STRAUSS, ROOT, SANTOS and REYES to the Halfway House Community Correctional Facility from which they were transferred without due process of law.",1
75,"While the facts are different in each of the above-captioned cases, there can be no question that each Petitioner was removed from the Work Release Program of the Department of Corrections and returned to the Guam Penitentiary, Adult Main Facility without a proper hearing.",1
75,"A prisoner has certain vested rights, similar to a parolee, once he is afforced the benefits of participating in a work-release program.",1
75,No evidence was presented by the Department of Corrections to suggest that there were exigent circumstances which would justify the removal of the petitioners from the work-release hearing without a prior hearing.,1
75,"Strauss was returned to the Adult Main Facility on December 5, 1979, where at a preliminary hearing the charges were read to him and he was asked how he wanted to plead.",1
75,"Strauss was then put in closed confinement for approximately a week where he was restricted to his cell for twenty-four hours a day, except for a half hour to take a shower and fresh air.",1
75,The charges brought against Strauss had to do with an incident occurring around Thanksgiving when he called a local newspaper to complain about the fact that certain holiday furloughs had been cancelled.,1
75,"On December 11, 1979 a final hearing was held, which resulted in Strauss permanent removal from the work-release program and a demotion in step level.",1
75,"Root was returned to the Adult Main Facility sometime around March 26, 1978, and he was put into solitary confinement without the benefit of a hearing.",1
75,"On April 28, 1978 three was a reclassification hearing, where, according to his testimony, he was not given an opportunity to question witnesses regarding the assault charges brought against him.",1
75,"Santos was taken out of the work-release program and returned to the Adult Main Facility on January 6, 1980, where he was placed in solitary confinement.",1
75,"There was a final hearing on January 18, 1980, where he was charged with possession of alcohol and antagonizing another inmate.",1
75,"After the final hearing, he was placed in closed confinement for thirty days, with an additional thirty-day probation.",1
75,"Reyes was returned to the Adult Main Facility on November 25, 1978.",1
75,"He was immediately placed in closed confinement until a hearing on December 13, 1978 when he was found guilty of fighting with another inmate.",1
75,Prison officials allegedly the denied Reyes' request to produce certain witnesses.,1
75,"As developed above, the removal of a prisoner from a work-release program can result in a grievous loss of employment and certain due process standards attach to protect these rights to participate in the Step IV program.",1
75,"The February 22, 1980 Order of the District Court, returning the petitioners to the Halfway House Facility, is not a ruling on the merits of the charges against them.",1
75,"The Order was issued so that petitioners' partially vested rights could be reestablished fully, pending a fair and adequate hearing seeking to divest any such rights to work on the outside.",1
75,"The Government has failed to show any justification for not conducting an adequate hearing before petitioners' actual removal from the work-release program, and for not affording petitioners their full due process rights at such a hearing.",1
75,"Indeed, many of the 'core values of unqualified liberty' which the Supreme Court recognized that parolees enjoy, see Morrissey, supra, 408 U.S. at 482, 92 S.Ct.",1
75,"Like a parolee, a convict on work-release can pursue employment or education.",1
75,He is eligible for leaves to renew contacts with his family.,1
75,"He may also be released to participate in unsupervised activities in the community, such as shopping, recreation and visiting friends.",1
75,"This matter came on for hearing on April 4, 1980 to hear defendant, Gretchen Luttrell's, motion to quash service of summons by publication based on insufficiency of process.",1
75,"This court, upon review of all the records submitted herein, denies defendant's motion for the following reasons.",1
75,"Defendant bases her motion on the inconsistencies arising between the original summons mailed to her November 16, 1979 pursuant to the original complaint, and the summons she subsequently received December 31, 1979 mailed pursuant to plaintiff's amended complaint and order of the court for service by publication issued December 18, 1979.",1
75,The court will not consider the sufficiency of the summons mailed November which was not directed by the court for publication.,1
75,A defendant must respond prior to the expiration of the order.,1
75,"Plaintiff contends that even if a defect were to exist in the summons, over 100 days have since elapsed and as yet defendant has not filed a response, thus inferring that any response now would be untimely.",1
75,“My name is Donald Wayne Burns.,1
75,Other witnesses testified that he was kicked by appellant and his companion while lying on the ground.,1
75,Appellant was not present.,1
75,There are no formal bills of exception or objections to the court's charge.,1
75,"* * * Where did that person go, as he was walking toward you?",1
75,"The informal bills have been considered, and they show no error.",1
75,Show us where he went.,1
75,How was this defendant dressed at that time?,1
75,"Appellant testified that he had not consumed more than four large glasses of beer and, in effect, testified that he was not intoxicated.",1
75,"In describing the manner in which appellant walked, he testified : “He was walking in a weaving, staggering, unbalanced condition,” whereas Patrolman Hutson testified on cross-examination: “He didn’t stagger, he was swaying — that he was taking steps to the side, but he was listing more or less and lean____ over at an angle, not staggering.”",1
75,The judgment is affirmed.,1
75,"I asked him if he had had anything to drink, an alcoholic beverage, and he said, ‘Yes,’ he had had quite a few beers.",1
75,"His speech was thick, and at times ' it was incoherent.",1
75,There were six cans of beer in the Defendant’s automobile?,1
75,"And, how was his walk at this time?",1
75,"And, what was the condition of them at that time?",1
75,"Again, relating both to the scene, and while you had the Defendant in the jail office, did you smell anything on his breath?",1
75,"And, based on this experience on the police force, and based on your observation of the defendant, Willie Lee Bur-rage, on the 12th day of November, 1960, about 12:30 A.M., did you form an opinion as to whether or not the Defendant was intoxicated or under the influence of intoxicating liquor?",1
75,"Hartwell, the injured party, and two companions had repaired across the state line to a bar in New Mexico.",1
75,"While there, he met Betty Miller (appellant’s ex-wife and a former waitress at the bar in question), who had come from Clovis, New Mexico, with a group of eight people, one of whom was appellant.",1
75,"While appellant was engaged in other matters, Betty went to the bar, where she and Hartwell were drinking and talking when, unfortunately for all concerned, Mrs. Hartwell, who was out looking for her missing husband, entered the bar and observed what was transpiring.",1
75,"Angered at what she saw, Mrs. Hartwell approached Betty and gave her a resounding slap.",1
75,Betty testified that she would have replied in kind but was restrained.,1
75,"Following this, both groups left the bar and proceeded to their automobiles.",1
75,"Betty, according to her own testimony, approached the automobile in which the Hartwells were seated and invited Mrs. Hartwell outside.",1
75,"Upon Mrs. Hartwell’s refusal, Betty told her that Hartwell on repeated occasions had offered her money to “go with him”; this Hartwell denied.",1
75,"Mrs. Martin, a member of appellant’s party, approached the automobile in a belligerent manner, and, in defense of his wife, Hartwell hit her.",1
75,"After this, both automobiles containing the two groups left the bar and drove to a cafe.",1
75,"It was the testimony of those in appellant’s group that, while at the cafe, Hartwell said, “There is that s.o.b.",1
75,"This was denied by Hart-well, his wife, and Mrs. Venable, the only other person in the automobile.",1
75,"Neither group got out of their respective automobile, and both parties drove away from the cafe, with Hartwell’s car in the lead.",1
75,"A short distance away, Mrs. Venable stopped the automobile in which the Hartwells were riding to pick up her husband at a roadside park, and appellant also brought his automobile to a halt, alighted, and struck both Hartwell and the automobile (with the weapon which is described later in this opinion), denting the top and cracking the glass, after which Mrs. Hartwell and her husband hastily fled the scene in the Venable automobile, with appellant in hot pursuit, leaving his passengers afoot on the roadside.",1
75,He then charged on provoking the difficulty.,1
75,Hartwell testified that he was beaten into unconsciousness by means of the flexible cable.,1
75,It was shown that Hartwell sustained the loss of one tooth and a bridge containing two other teeth; one eyes was closed from swelling; his lips were swollen and he received a painful blow to one kidney; and he was hospitalized for three days.,1
75,"According to the state’s witnesses, during his assault on Hart-well, appellant, in answer to his mother’s warning that he would go to jail again if he did not stop, said, “I will kill the bastard.”",1
75,"At another juncture, when someone in the crowd attempted to call the police, appellant said, “Call the g.d law, I am not scared of them, I have been in the pen before.”",1
75,The court instructed the jury not to consider this statement.,1
75,A picture thereof is part of this record.,1
75,"The weapon, a doubled cable bound with tape, does not taper at one end as a whip, and therefore would not be properly usable to discipline animals.",1
75,"Appellant was accompanied by seven companions in his pursuit of Hartwell and his wife, and whenever the automobiles halted appellant struck at Hartwell with this weapon, and one of such blows caused a dent of over a half inch in depth in the top of a sedan.",1
75,At least one of appellant’s companions kicked Hartwell as he lay unconscious on the ground.,1
75,"Webster’s New International Dictionary, 2nd Ed., defines “gang” as a “company of persons acting together for some purpose, usually criminal, or at least not good or respectable”.",1
75,"Appellant, accompanied by Martin and six others, pursued Hartwell, assaulted him whenever the opportunity arose, and stated that he intended to kill him.",1
75,"On January 2, 1962, the District Court of Bowie County revoked a five-year probationary sentence which had been given appellant on September 11, 1961.",1
75,"The trial court refused to allow appellant to make such recognizance and ordered him confined to jail, pending his appeal from the revocation order entered by the court.",1
75,"On January 3, 1962, Judge W. A. Morrison of this court granted appellant’s application to file an original application for habeas corpus with this court, and bail was set at $5,000.00.",1
75,The able trial judge fell into error in denying appellant bail.,1
75,"The indictment was returned February 15, 1961, and on the following day appellant waived a jury and, joined by his court-appointed counsel, waived the 10 days allowed by statute to prepare for trial.",1
75,"On the same day, appellant filed application for probation stating that he had never before been convicted of a felony and said application was granted and the imposition of sentence was suspended.",1
75,"Among the conditions of probation were that he: (1) commit no offense against the laws of this or any other state or the United States, and (2) make restitution as and when directed by the probation officer and pay all costs of this proceeding.",1
75,"On April 11, 1961, motion was filed by the district attorney to revoke probation, alleging that appellant failed to comply with the conditions of his probation in that:",1
75,"“(1) Defendant was arrested on April 6, 1961, by the police and charged with breaking into a beer truck and stealing 12 cases of beer, which he admits.",1
75,“(2) Has paid no part of his court costs as instructed by the court.”,1
75,"On April 24, 1961, motion for new trial was filed and on May 3, 1961, evidence was presented and heard in connection with which it was shown that appellant had been adjudged to be a delinquent child in the Court of Domestic Relations in Potter County on December 30, 1959, the court finding in his judgment that appellant was born on November 12, 1944.",1
75,"Also, a certified copy of the birth certificate of appellant was produced and made a part of the record.",1
75,"The certification of the attending physician is shown to have been filed with the local registrar in Madison County, Alabama, on November 3, 1944, and gives the date of birth as October 7, 1944.",1
75,Appellant excepted and gave notice of appeal.,1
